Filename,Average
MH01.csv,1005.95
MH02.csv,1005.86
MH03.csv,1005.21
MH04.csv,973.224
MH05.csv,973.181
result.csv,0
V101.csv,982.514
V102.csv,984.085
V103.csv,937.889
V201.csv,997.287
V202.csv,985.559
