Filename,Average
MH01.csv,1003.5
MH02.csv,1007.43
MH03.csv,1006.66
MH04.csv,1005.91
MH05.csv,1005.62
result.csv,0
V101.csv,1002.43
V102.csv,1000.73
V103.csv,990.702
V201.csv,999.76
V202.csv,998.404
