Filename,Average
MH01.csv,1005.94
MH02.csv,1005.72
MH03.csv,1004.15
MH04.csv,970.008
MH05.csv,974.497
result.csv,0
V101.csv,982.103
V102.csv,978.427
V103.csv,920.083
V201.csv,997.142
V202.csv,987.023
