Filename,Average
MH01.csv,229.217
MH02.csv,231.202
MH03.csv,224.466
MH04.csv,195.996
MH05.csv,196.799
result.csv,0
V101.csv,256.753
V102.csv,161.79
V103.csv,172.842
V201.csv,234.766
V202.csv,119.441
