#Image Rect[ms], Image Resize[ms], ORB ext[ms], Stereo match[ms], IMU preint[ms], Pose pred[ms], LM track[ms], KF dec[ms], Total[ms]
0.000000,0.000000,9.027947,0.000000,0.038005,0.061824,6.490185,0.103659,16.579444
0.000000,0.000000,7.202797,0.000000,0.060191,0.024915,4.660538,0.033538,16.696777
0.000000,0.000000,22.542282,0.000000,0.059371,0.016378,4.673712,0.024305,31.642919
0.000000,0.000000,16.657277,0.000000,0.058317,0.022201,6.243643,0.032478,25.052918
0.000000,0.000000,9.732910,0.000000,0.065717,0.040723,4.350157,0.034750,15.951257
0.000000,0.000000,6.923911,0.000000,0.036896,0.025558,5.716190,0.039669,13.704674
0.000000,0.000000,9.600895,0.000000,0.037417,0.021113,4.192782,0.031823,17.485003
0.000000,0.000000,16.390565,0.000000,0.056096,0.020482,3.457142,0.023906,24.137243
0.000000,0.000000,12.309867,0.000000,0.040961,0.014885,4.416584,0.104810,20.377422
0.000000,0.000000,17.876811,0.000000,0.054334,0.012985,5.753958,0.026297,27.714221
0.000000,0.000000,16.497350,0.000000,0.036992,0.019599,4.342846,0.026631,24.525515
0.000000,0.000000,20.414463,0.000000,0.056745,0.019073,4.848072,0.030381,27.507918
0.000000,0.000000,10.149383,0.000000,0.036538,0.015808,10.802846,0.030279,17.232853
0.000000,0.000000,12.711872,0.000000,0.035922,0.014155,4.134745,0.023131,18.095546
0.000000,0.000000,7.012984,0.000000,0.036572,0.032727,4.177516,0.079329,15.900891
0.000000,0.000000,23.445552,0.000000,0.051304,0.013680,5.153587,0.030579,29.522575
0.000000,0.000000,11.909034,0.000000,0.053149,0.021314,4.633992,0.035243,19.003113
0.000000,0.000000,23.087831,0.000000,0.033587,0.025499,6.781730,0.033051,29.363354
0.000000,0.000000,18.195148,0.000000,0.048933,0.020397,5.654144,0.017713,24.423476
0.000000,0.000000,8.080187,0.000000,0.052840,0.029563,5.043190,0.150337,14.448157
0.000000,0.000000,7.825958,0.000000,0.048563,0.013851,5.674365,0.027411,13.699821
0.000000,0.000000,16.886825,0.000000,0.035275,0.027142,7.274336,0.040565,22.128627
0.000000,0.000000,18.760116,0.000000,0.032465,0.027685,6.353787,0.043807,26.378025
0.000000,0.000000,13.926117,0.000000,0.037055,0.017682,6.033369,0.026208,21.529428
0.000000,0.000000,8.322474,0.000000,0.036372,0.023573,5.426780,0.144972,13.832470
0.000000,0.000000,11.961957,0.000000,0.047768,0.017746,5.549151,0.058981,20.552557
0.000000,0.000000,10.595051,0.000000,0.035296,0.017696,4.925256,0.045293,15.376246
0.000000,0.000000,8.908789,0.000000,0.047587,0.039485,9.757999,0.043473,12.525582
0.000000,0.000000,9.808381,0.000000,0.036840,0.028626,7.486339,0.063656,14.442334
0.000000,0.000000,12.636679,0.000000,0.037776,0.023749,4.910488,0.050492,18.946308
0.000000,0.000000,20.325599,0.000000,0.034891,0.024355,5.034701,0.116327,27.926308
0.000000,0.000000,21.107385,0.000000,0.034931,0.017695,5.518805,0.039019,28.796876
0.000000,0.000000,21.040722,0.000000,0.033958,0.023633,5.179661,0.043080,28.835983
0.000000,0.000000,12.340575,0.000000,0.036869,0.066138,5.406105,0.030628,17.414407
0.000000,0.000000,10.548951,0.000000,0.047002,0.028912,6.740244,0.046666,14.959255
0.000000,0.000000,19.594803,0.000000,0.036468,0.024634,5.289942,0.035016,25.470276
0.000000,0.000000,9.080032,0.000000,0.036748,0.027323,4.675748,0.036118,14.321102
0.000000,0.000000,14.499950,0.000000,0.035301,0.017744,4.670880,0.134894,22.148360
0.000000,0.000000,22.130019,0.000000,0.033874,0.013875,5.549244,0.031994,34.183556
0.000000,0.000000,21.783912,0.000000,0.046882,0.039141,14.367749,0.040942,31.790511
0.000000,0.000000,21.327408,0.000000,0.032375,0.023545,6.029444,0.035501,25.707262
0.000000,0.000000,9.463986,0.000000,0.035358,0.025103,4.502455,0.027041,16.568081
0.000000,0.000000,7.965216,0.000000,0.034955,0.026285,5.528471,0.128528,14.112425
0.000000,0.000000,8.438451,0.000000,0.051509,0.021346,5.286343,0.037164,15.756492
0.000000,0.000000,9.102814,0.000000,0.036364,0.019335,5.113351,0.033833,14.674587
0.000000,0.000000,8.325424,0.000000,0.050433,0.024664,5.013293,0.037670,16.907354
0.000000,0.000000,14.215869,0.000000,0.057044,0.024046,6.047042,0.048154,20.877393
0.000000,0.000000,18.645490,0.000000,0.036529,0.027509,5.006522,0.043259,26.099196
0.000000,0.000000,10.027924,0.000000,0.032938,0.020811,6.412118,0.049342,14.711685
0.000000,0.000000,8.035627,0.000000,0.048672,0.023516,5.378161,0.042698,12.822421
0.000000,0.000000,8.249200,0.000000,0.043730,0.037006,7.370960,0.027638,13.210932
0.000000,0.000000,11.393144,0.000000,0.048429,0.028384,5.125388,0.092892,28.085092
0.000000,0.000000,10.557180,0.000000,0.034898,0.020685,4.994386,0.038454,15.659179
0.000000,0.000000,9.705094,0.000000,0.049909,0.024391,6.071653,0.039593,15.115502
0.000000,0.000000,8.324755,0.000000,0.053062,0.051936,4.906752,0.052508,12.726877
0.000000,0.000000,8.121611,0.000000,0.035659,0.024719,7.892068,0.036823,13.389140
0.000000,0.000000,8.653730,0.000000,0.051456,0.019330,4.221051,0.085971,13.917801
0.000000,0.000000,16.756422,0.000000,0.045141,0.023668,6.733815,0.036387,21.797503
0.000000,0.000000,12.940566,0.000000,0.034842,0.026098,11.540149,0.048102,20.220370
0.000000,0.000000,8.239137,0.000000,0.033988,0.029245,5.631111,0.034954,14.524407
0.000000,0.000000,8.752336,0.000000,0.050518,0.043550,5.974935,0.044597,14.602118
0.000000,0.000000,8.050303,0.000000,0.033351,0.027450,6.179102,0.030915,14.169225
0.000000,0.000000,8.711922,0.000000,0.035289,0.023158,5.124510,0.187405,14.517671
0.000000,0.000000,8.240980,0.000000,0.036844,0.021888,8.719890,0.034176,21.754579
0.000000,0.000000,8.591247,0.000000,0.033000,0.025909,5.770967,0.048597,13.369506
0.000000,0.000000,7.663030,0.000000,0.033443,0.028320,5.869548,0.051420,13.504975
0.000000,0.000000,10.414125,0.000000,0.034772,0.028698,6.737893,0.033201,16.304642
0.000000,0.000000,19.328728,0.000000,0.034580,0.024239,8.100515,0.133878,25.074209
0.000000,0.000000,25.838481,0.000000,0.062038,0.021168,6.837976,0.043295,33.696270
0.000000,0.000000,7.790156,0.000000,0.052953,0.055318,8.491104,0.050786,12.970210
0.000000,0.000000,13.104856,0.000000,0.033321,0.020345,5.416917,0.073903,26.800241
0.000000,0.000000,17.467832,0.000000,0.049346,0.022802,4.420205,0.031297,31.344899
0.000000,0.000000,14.011566,0.000000,0.048762,0.029157,5.082500,0.103522,21.249842
0.000000,0.000000,18.817912,0.000000,0.074374,0.026208,6.731981,0.058425,24.824766
0.000000,0.000000,10.002559,0.000000,0.035348,0.027211,6.858060,0.030734,24.356667
0.000000,0.000000,26.206565,0.000000,0.053577,0.038373,6.925861,0.039497,38.406192
0.000000,0.000000,8.117160,0.000000,0.034237,0.025436,8.391889,0.057334,14.621783
0.000000,0.000000,9.358100,0.000000,0.036810,0.020373,4.608523,0.033651,15.844443
0.000000,0.000000,20.179285,0.000000,0.034647,0.025852,5.404122,0.028842,29.418553
0.000000,0.000000,7.694472,0.000000,0.034424,0.024792,4.704836,0.089633,13.835518
0.000000,0.000000,8.126280,0.000000,0.070475,0.021491,6.502500,0.034750,13.815126
0.000000,0.000000,11.229291,0.000000,0.035459,0.027239,6.351314,0.039322,19.924779
0.000000,0.000000,12.133612,0.000000,0.059989,0.031737,6.139022,0.030089,19.513146
0.000000,0.000000,18.788501,0.000000,0.036194,0.024794,6.311127,0.026887,27.410199
0.000000,0.000000,18.736810,0.000000,0.054545,0.025328,6.091209,0.117313,26.527287
0.000000,0.000000,14.408041,0.000000,0.039578,0.020742,6.294844,0.044591,22.417169
0.000000,0.000000,18.462188,0.000000,0.036851,0.042869,5.287157,0.041757,27.239474
0.000000,0.000000,18.975806,0.000000,0.038532,0.023021,5.587309,0.030036,27.541536
0.000000,0.000000,18.884065,0.000000,0.034848,0.027850,5.583594,0.048330,25.121300
0.000000,0.000000,17.562752,0.000000,0.078790,0.026010,5.134060,0.046297,24.933710
0.000000,0.000000,8.065873,0.000000,0.062337,0.026620,5.589944,0.042177,14.136707
0.000000,0.000000,8.016498,0.000000,0.036699,0.021158,4.484342,0.026035,14.052565
0.000000,0.000000,13.967931,0.000000,0.036813,0.039391,4.189189,0.087093,19.953514
0.000000,0.000000,8.004590,0.000000,0.040213,0.024525,11.250513,0.042133,14.353185
0.000000,0.000000,8.010864,0.000000,0.037362,0.017322,8.048348,0.027424,13.144280
0.000000,0.000000,7.974077,0.000000,0.038378,0.026556,4.990962,0.033375,14.187199
0.000000,0.000000,7.728587,0.000000,0.037644,0.024158,7.074473,0.040580,13.082943
0.000000,0.000000,12.322652,0.000000,0.036639,0.039533,5.212998,0.038171,17.567277
0.000000,0.000000,8.243017,0.000000,0.040423,0.030127,5.418267,0.036524,14.888101
0.000000,0.000000,10.372827,0.000000,0.054055,0.021084,3.798025,0.030179,15.529353
0.000000,0.000000,8.142520,0.000000,0.049262,0.025111,3.823458,0.101071,14.071833
0.000000,0.000000,8.560108,0.000000,0.061403,0.019581,4.619016,0.029230,13.403290
0.000000,0.000000,7.607684,0.000000,0.036127,0.023045,4.746780,0.043382,12.933195
0.000000,0.000000,19.789262,0.000000,0.038075,0.025606,6.161393,0.041405,23.656277
0.000000,0.000000,7.792397,0.000000,0.036911,0.025547,4.927438,0.034374,13.596174
0.000000,0.000000,10.631192,0.000000,0.040783,0.027144,5.680629,0.055900,16.266584
0.000000,0.000000,10.792029,0.000000,0.038020,0.026259,4.947659,0.048144,18.935131
0.000000,0.000000,11.658256,0.000000,0.050456,0.020810,4.736432,0.083906,15.666483
0.000000,0.000000,11.407591,0.000000,0.055934,0.024249,5.169604,0.031809,17.627872
0.000000,0.000000,21.131649,0.000000,0.049015,0.022707,5.011760,0.029045,27.284058
0.000000,0.000000,24.790360,0.000000,0.050721,0.034231,5.235911,0.040719,32.401783
0.000000,0.000000,9.308596,0.000000,0.042619,0.028562,4.979460,0.039928,18.367106
0.000000,0.000000,10.361712,0.000000,0.031933,0.023245,5.217274,0.043139,16.445939
0.000000,0.000000,7.250615,0.000000,0.043631,0.027370,6.763555,0.039352,12.177492
0.000000,0.000000,10.423844,0.000000,0.033194,0.025766,4.972575,0.057025,18.356808
0.000000,0.000000,24.040927,0.000000,0.049367,0.024665,5.635819,0.048193,32.422030
0.000000,0.000000,18.025526,0.000000,0.071598,0.022411,4.477251,0.035234,24.737084
0.000000,0.000000,12.999693,0.000000,0.045010,0.033579,17.287831,0.122447,18.934370
0.000000,0.000000,8.545523,0.000000,0.042958,0.020799,5.214895,0.034738,15.954129
0.000000,0.000000,20.132241,0.000000,0.032976,0.023904,6.815156,0.037828,29.008172
0.000000,0.000000,17.793841,0.000000,0.030878,0.034308,5.653620,0.036586,24.904242
0.000000,0.000000,11.120617,0.000000,0.031459,0.031096,5.898423,0.028639,16.008881
0.000000,0.000000,7.044500,0.000000,0.042633,0.022279,6.742886,0.027762,10.318000
0.000000,0.000000,10.162750,0.000000,0.034793,0.028926,4.942174,0.086568,18.428960
0.000000,0.000000,18.454964,0.000000,0.051920,0.022925,5.966784,0.031054,30.401496
0.000000,0.000000,19.489224,0.000000,0.034249,0.032837,7.849219,0.058986,26.568308
0.000000,0.000000,7.409037,0.000000,0.045371,0.022332,6.173166,0.033152,12.759895
0.000000,0.000000,7.670695,0.000000,0.031688,0.019121,7.796013,0.057226,11.924942
0.000000,0.000000,7.586663,0.000000,0.033769,0.033522,12.264503,0.048476,12.156965
0.000000,0.000000,10.511561,0.000000,0.034107,0.045808,8.832707,0.032062,16.568755
0.000000,0.000000,11.847263,0.000000,0.036350,0.033190,5.730155,0.106454,17.484483
0.000000,0.000000,17.727115,0.000000,0.032348,0.023754,6.233221,0.044135,25.959804
0.000000,0.000000,18.181806,0.000000,0.046109,0.020954,5.122802,0.036056,22.417893
0.000000,0.000000,10.656229,0.000000,0.032805,0.030172,5.371274,0.055555,16.755903
0.000000,0.000000,14.470009,0.000000,0.047591,0.027241,5.462426,0.051986,21.774191
0.000000,0.000000,7.412862,0.000000,0.052175,0.026182,6.933824,0.044374,12.346359
0.000000,0.000000,11.160328,0.000000,0.033452,0.027632,5.366157,0.036805,16.639991
0.000000,0.000000,11.058426,0.000000,0.037615,0.033530,10.116744,0.113820,15.920618
0.000000,0.000000,7.225616,0.000000,0.045044,0.024017,7.233941,0.043971,12.383029
0.000000,0.000000,6.930408,0.000000,0.049673,0.023245,5.158055,0.036842,13.269407
0.000000,0.000000,10.172962,0.000000,0.035731,0.027608,5.525396,0.045536,16.129678
0.000000,0.000000,16.956367,0.000000,0.060315,0.030734,7.754854,0.049358,26.439283
0.000000,0.000000,12.347482,0.000000,0.049319,0.040339,5.855542,0.053962,22.871872
0.000000,0.000000,11.647331,0.000000,0.033504,0.025629,6.041826,0.037054,17.918670
0.000000,0.000000,6.803220,0.000000,0.066809,0.036658,5.084182,0.149543,11.871214
0.000000,0.000000,7.679114,0.000000,0.063693,0.028415,5.746377,0.059455,16.640307
0.000000,0.000000,6.945436,0.000000,0.080206,0.031275,11.153444,0.044821,13.427831
0.000000,0.000000,21.751661,0.000000,0.035184,0.033955,7.213783,0.046589,37.262745
0.000000,0.000000,16.163789,0.000000,0.051058,0.042400,5.847890,0.035543,24.469553
0.000000,0.000000,7.165719,0.000000,0.051061,0.047688,6.275449,0.104531,13.056756
0.000000,0.000000,7.039623,0.000000,0.059717,0.017752,9.709665,0.042218,13.184538
0.000000,0.000000,13.608266,0.000000,0.061184,0.024074,5.567420,0.036396,21.442504
0.000000,0.000000,18.169229,0.000000,0.057771,0.029432,5.949271,0.052143,27.366030
0.000000,0.000000,14.671561,0.000000,0.074216,0.031625,7.015062,0.044941,23.694812
0.000000,0.000000,11.650806,0.000000,0.057901,0.028120,7.838787,0.064816,20.098884
0.000000,0.000000,7.562143,0.000000,0.082221,0.035137,5.406015,0.048032,17.711609
0.000000,0.000000,18.846860,0.000000,0.056246,0.028346,6.807540,0.043491,30.998752
0.000000,0.000000,7.132621,0.000000,0.167743,0.040581,8.014705,0.123613,13.559828
0.000000,0.000000,7.427584,0.000000,0.054132,3.131326,8.117802,0.044076,12.505896
0.000000,0.000000,7.681344,0.000000,0.037984,0.029030,5.994602,0.041954,12.579204
0.000000,0.000000,7.966858,0.000000,0.059205,0.033145,7.768980,0.046708,13.983435
0.000000,0.000000,11.250987,0.000000,0.038960,0.021459,5.803238,0.058294,16.488596
0.000000,0.000000,7.637390,0.000000,0.035231,0.028453,11.683172,0.037851,12.952969
0.000000,0.000000,8.843201,0.000000,0.059111,0.021294,13.790380,0.191912,14.049771
0.000000,0.000000,8.010902,0.000000,0.036458,0.024787,7.823989,0.084363,13.284918
0.000000,0.000000,10.358494,0.000000,0.037183,0.026604,10.516313,0.048408,15.217440
0.000000,0.000000,19.065583,0.000000,0.056742,0.054105,7.116053,0.056544,26.643422
0.000000,0.000000,22.955594,0.000000,0.074578,0.026442,8.141357,0.032892,29.177840
0.000000,0.000000,13.708573,0.000000,0.039342,0.043335,7.747004,0.556916,21.822667
0.000000,0.000000,17.747644,0.000000,0.057672,0.025726,7.731189,0.031192,25.883333
0.000000,0.000000,18.559738,0.000000,0.056109,0.018098,6.770756,0.042083,26.354819
0.000000,0.000000,14.671150,0.000000,0.065437,0.032752,6.393659,0.043132,20.642245
0.000000,0.000000,17.768680,0.000000,0.037137,0.027406,6.970829,0.052278,31.039364
0.000000,0.000000,12.994200,0.000000,0.056757,0.037503,5.793362,0.053776,17.420273
0.000000,0.000000,14.086031,0.000000,0.061145,0.026891,6.244314,0.056267,18.772344
0.000000,0.000000,9.297072,0.000000,0.057593,0.041338,12.438230,0.073954,14.587088
0.000000,0.000000,9.001048,0.000000,0.037335,0.019896,6.480254,0.043167,14.305369
0.000000,0.000000,14.070712,0.000000,0.061746,0.024483,6.086858,0.126563,20.262467
0.000000,0.000000,23.153732,0.000000,0.058045,0.022644,6.086957,0.043367,30.814586
0.000000,0.000000,7.913570,0.000000,0.039356,0.018946,6.086259,0.053201,13.100507
0.000000,0.000000,8.152031,0.000000,0.060059,0.027925,6.433620,0.059354,13.802315
0.000000,0.000000,7.518830,0.000000,0.059400,0.056263,6.482723,0.059213,14.344152
0.000000,0.000000,8.599239,0.000000,0.065486,0.027538,6.400819,0.061915,16.035920
0.000000,0.000000,15.290153,0.000000,0.039909,0.024716,6.263623,0.046685,22.375110
0.000000,0.000000,7.957313,0.000000,0.063302,0.032913,7.497087,0.150334,13.819401
0.000000,0.000000,8.074858,0.000000,0.041148,0.025962,6.534161,0.052575,13.047223
0.000000,0.000000,7.956772,0.000000,0.063994,0.038031,7.657216,0.039575,13.181714
0.000000,0.000000,8.056585,0.000000,0.040688,0.031443,8.624587,0.055882,12.518343
0.000000,0.000000,7.788180,0.000000,0.069911,0.032703,10.269653,0.055703,12.609572
0.000000,0.000000,8.519068,0.000000,0.041349,0.031087,6.585189,0.055153,19.196127
0.000000,0.000000,11.487209,0.000000,0.064596,0.026632,6.022786,0.058962,17.414161
0.000000,0.000000,18.507392,0.000000,0.189258,0.022283,6.752512,0.171827,24.899756
0.000000,0.000000,16.961982,0.000000,0.064537,0.063830,6.716287,0.052963,23.912846
0.000000,0.000000,9.653590,0.000000,0.039208,0.033220,8.143862,0.052676,16.570550
0.000000,0.000000,12.237972,0.000000,0.080767,0.032581,9.544135,0.071692,17.657358
0.000000,0.000000,8.988474,0.000000,0.040279,0.036753,7.461957,0.119968,15.766498
0.000000,0.000000,15.070606,0.000000,0.040198,0.028050,15.443491,0.057117,22.289269
0.000000,0.000000,19.181978,0.000000,0.041111,0.020718,12.417692,0.064790,27.988675
0.000000,0.000000,14.038401,0.000000,0.073113,0.024988,6.754811,0.118137,18.717268
0.000000,0.000000,16.202771,0.000000,0.083385,0.024404,7.139942,0.053357,24.032899
0.000000,0.000000,24.869731,0.000000,0.078346,0.022093,7.655555,0.044001,37.696194
0.000000,0.000000,14.833167,0.000000,0.041979,0.035533,10.118279,0.057435,22.156668
0.000000,0.000000,11.109054,0.000000,0.039654,0.031385,6.851677,0.065145,16.996904
0.000000,0.000000,8.186075,0.000000,0.044203,0.029254,8.347620,0.033996,14.399132
0.000000,0.000000,21.219482,0.000000,0.082106,0.026440,6.633742,0.126663,30.018190
0.000000,0.000000,13.123497,0.000000,0.042485,0.026147,15.805120,0.072967,21.038636
0.000000,0.000000,9.042267,0.000000,0.049535,0.759305,7.019851,0.040694,15.979390
0.000000,0.000000,25.267657,0.000000,0.042674,0.035817,10.651112,0.082533,34.630653
0.000000,0.000000,18.356068,0.000000,0.042508,0.036994,6.963175,0.057256,28.127605
0.000000,0.000000,19.556048,0.000000,0.078137,0.033765,6.768802,0.047364,29.056495
0.000000,0.000000,15.406469,0.000000,0.086454,0.043130,8.397484,0.099347,23.578620
0.000000,0.000000,21.766700,0.000000,0.039634,0.033383,7.186314,0.051427,27.335828
0.000000,0.000000,18.660254,0.000000,0.092043,0.022384,7.085316,0.038612,24.861853
0.000000,0.000000,11.915583,0.000000,0.040374,0.026328,6.645339,0.046403,26.729449
0.000000,0.000000,11.772661,0.000000,0.041638,0.034945,7.002715,0.056399,22.710691
0.000000,0.000000,8.528392,0.000000,0.095653,0.035607,9.195332,0.055201,14.683099
0.000000,0.000000,16.135695,0.000000,0.041795,0.033277,7.461932,0.068568,21.734937
0.000000,0.000000,19.947797,0.000000,0.088301,0.027683,8.350158,0.129340,28.128913
0.000000,0.000000,16.467493,0.000000,0.066511,0.024283,10.841679,0.035522,24.909819
0.000000,0.000000,8.223345,0.000000,0.064651,0.035017,12.172557,0.036494,14.492321
0.000000,0.000000,7.673517,0.000000,0.040097,0.020817,6.717745,0.044379,13.924938
0.000000,0.000000,7.991023,0.000000,0.074993,0.027930,6.922247,0.090804,13.717510
0.000000,0.000000,14.480486,0.000000,0.041148,0.029574,11.070134,0.057740,22.895637
0.000000,0.000000,13.682183,0.000000,0.041277,0.027393,6.953168,0.079226,26.961987
0.000000,0.000000,7.886630,0.000000,0.065695,0.028562,13.600118,0.054561,13.082897
0.000000,0.000000,12.461155,0.000000,0.067857,0.026136,9.326322,0.042945,18.144563
0.000000,0.000000,7.798973,0.000000,0.039486,0.035274,10.086486,0.111516,13.437091
0.000000,0.000000,16.829490,0.000000,0.038921,0.022657,9.802016,0.032298,21.381700
0.000000,0.000000,15.934400,0.000000,0.036324,0.013921,5.795004,0.030199,20.957919
0.000000,0.000000,8.343354,0.000000,0.059587,0.019336,6.472432,0.044731,13.472761
0.000000,0.000000,8.531523,0.000000,0.038970,0.021207,6.100760,0.045490,15.014436
0.000000,0.000000,14.475283,0.000000,0.061833,0.031851,7.352719,0.067274,24.545357
0.000000,0.000000,17.432536,0.000000,0.038903,0.022350,6.405875,0.130500,23.467666
0.000000,0.000000,7.417374,0.000000,0.039128,0.035371,7.312611,0.031580,11.391523
0.000000,0.000000,14.925673,0.000000,0.061105,0.020762,6.134683,0.027570,21.624775
0.000000,0.000000,15.946085,0.000000,0.062426,0.016855,6.465114,0.038332,23.849019
0.000000,0.000000,8.266255,0.000000,0.040805,0.026093,5.876110,0.038889,13.539620
0.000000,0.000000,7.689301,0.000000,0.078665,0.018721,5.695508,0.034077,12.745621
0.000000,0.000000,7.176049,0.000000,0.067395,0.016638,5.863369,0.052686,14.819852
0.000000,0.000000,13.555495,0.000000,0.114472,0.021179,5.214602,0.726923,19.054828
0.000000,0.000000,9.667073,0.000000,0.068343,0.045793,5.450655,0.079629,15.180000
0.000000,0.000000,11.499967,0.000000,0.065003,0.014098,11.667606,0.030882,16.099288
0.000000,0.000000,6.953008,0.000000,0.069783,0.017918,13.407093,0.034092,11.912716
0.000000,0.000000,17.313139,0.000000,0.076397,0.020099,7.762987,0.042916,31.283302
0.000000,0.000000,14.751962,0.000000,0.087344,0.018605,6.852635,0.080591,22.309985
0.000000,0.000000,7.147125,0.000000,0.073988,0.018295,7.011638,0.036473,15.822437
0.000000,0.000000,10.317902,0.000000,0.066330,0.015064,5.764249,0.020894,17.147020
0.000000,0.000000,7.285282,0.000000,0.070312,0.030030,8.224048,0.020947,13.117717
0.000000,0.000000,9.425416,0.000000,0.041993,0.028919,6.633239,0.021270,28.648102
0.000000,0.000000,8.609911,0.000000,2.580219,0.029082,6.798123,0.026203,14.578731
0.000000,0.000000,12.426460,0.000000,0.044887,0.026468,6.227386,0.093287,22.170778
0.000000,0.000000,8.260082,0.000000,0.073443,0.017731,6.648399,0.042135,15.758204
0.000000,0.000000,7.041453,0.000000,0.043378,0.049855,6.858868,0.055261,11.697219
0.000000,0.000000,12.006878,0.000000,0.071752,2.536717,7.150311,0.067487,19.935001
0.000000,0.000000,9.959774,0.000000,0.043647,0.034472,7.000076,0.047617,21.919470
0.000000,0.000000,6.565447,0.000000,0.082114,0.026225,9.957497,0.053616,17.211226
0.000000,0.000000,12.690822,0.000000,0.044713,0.031500,7.227903,0.060056,22.068656
0.000000,0.000000,8.072239,0.000000,0.044049,0.031825,7.217927,0.067338,17.649999
0.000000,0.000000,7.216941,0.000000,0.043496,0.040994,11.194120,0.063597,13.739704
0.000000,0.000000,7.009204,0.000000,0.075309,0.501793,10.973044,0.033812,13.311902
0.000000,0.000000,10.772377,0.000000,0.073456,0.056509,6.770587,0.094841,17.242241
0.000000,0.000000,9.142595,0.000000,0.043590,0.022480,7.084509,0.076004,15.051627
0.000000,0.000000,10.236109,0.000000,0.071211,0.034696,7.137213,0.045823,17.308453
0.000000,0.000000,6.953872,0.000000,0.071038,0.027124,6.841869,0.071187,16.205229
0.000000,0.000000,10.923570,0.000000,0.044996,0.036744,12.105202,0.058038,18.295029
0.000000,0.000000,8.844228,0.000000,0.071125,0.038749,9.009932,0.047751,15.917307
0.000000,0.000000,6.612639,0.000000,0.073979,0.034892,9.679114,0.045263,15.416949
0.000000,0.000000,10.893320,0.000000,0.085037,0.216586,7.280117,0.098749,17.083415
0.000000,0.000000,8.291876,0.000000,0.043106,0.025861,11.487691,0.049807,14.995969
0.000000,0.000000,13.091043,0.000000,0.044061,0.027724,7.691840,0.047796,20.950755
0.000000,0.000000,11.020403,0.000000,0.076137,0.036709,8.805236,0.068112,18.770929
0.000000,0.000000,8.525118,0.000000,0.041195,0.039850,11.570443,0.055721,22.878720
0.000000,0.000000,21.050323,0.000000,0.659006,0.044456,8.054327,0.037713,27.418270
0.000000,0.000000,12.608160,0.000000,0.084772,0.037623,7.457642,0.029791,23.766140
0.000000,0.000000,17.865934,0.000000,0.044828,0.040310,7.324031,0.121603,27.051850
0.000000,0.000000,10.977516,0.000000,0.073368,0.024087,7.033805,0.050993,20.467751
0.000000,0.000000,15.241298,0.000000,0.079892,0.024182,7.255741,0.042487,24.649642
0.000000,0.000000,19.755213,0.000000,0.073636,0.040662,8.360227,0.056864,29.370176
0.000000,0.000000,8.226286,0.000000,0.097248,0.037820,9.177196,0.055214,14.205443
0.000000,0.000000,7.013494,0.000000,0.086033,0.050964,7.796758,0.051349,12.969318
0.000000,0.000000,6.986609,0.000000,0.074216,0.036299,6.930453,0.048400,14.610451
0.000000,0.000000,17.945668,0.000000,0.043419,0.029712,11.351325,0.118155,26.890723
0.000000,0.000000,11.361639,0.000000,0.043938,0.028765,13.389628,0.045040,20.358085
0.000000,0.000000,9.031612,0.000000,0.044344,0.024817,7.104417,0.059788,14.883776
0.000000,0.000000,8.262207,0.000000,0.069930,0.037092,7.570912,0.052267,13.099278
0.000000,0.000000,8.413994,0.000000,0.081099,0.035251,9.071503,0.058097,15.773164
0.000000,0.000000,28.783968,0.000000,0.079134,0.061637,8.201921,0.048375,39.909944
0.000000,0.000000,12.131637,0.000000,0.041864,0.036677,12.894992,0.038500,19.541739
0.000000,0.000000,7.970821,0.000000,0.074021,0.031505,6.883005,0.108410,14.203817
0.000000,0.000000,8.070960,0.000000,0.079656,0.022963,7.697287,0.040427,20.177521
0.000000,0.000000,14.042809,0.000000,0.073436,0.039328,11.367620,0.085232,24.297849
0.000000,0.000000,13.221940,0.000000,0.044393,0.051572,7.305872,0.059061,20.273927
0.000000,0.000000,11.688074,0.000000,0.089293,0.043490,7.956948,0.050058,18.885586
0.000000,0.000000,23.643296,0.000000,0.111932,0.031520,6.413334,0.043667,34.861027
0.000000,0.000000,18.246110,0.000000,0.046245,0.032301,6.512615,0.097433,28.732844
0.000000,0.000000,14.599545,0.000000,0.074293,0.029596,8.402993,0.058154,23.286331
0.000000,0.000000,7.729533,0.000000,0.085108,0.025046,7.753390,0.041825,14.354027
0.000000,0.000000,14.655851,0.000000,0.099504,2.099704,9.101121,0.058954,26.984515
0.000000,0.000000,18.295200,0.000000,0.089198,0.038307,10.829586,0.057539,29.707092
0.000000,0.000000,15.837800,0.000000,0.047783,0.042318,7.911320,0.050712,25.825193
0.000000,0.000000,17.917553,0.000000,0.045693,0.025248,8.752500,0.056551,27.258875
0.000000,0.000000,19.851953,0.000000,0.098531,0.034728,7.155812,0.033208,26.941988
0.000000,0.000000,7.615874,0.000000,0.099163,0.032765,7.277016,0.182879,14.763651
0.000000,0.000000,9.985573,0.000000,0.043829,0.025487,7.295537,0.079901,16.520695
0.000000,0.000000,10.123509,0.000000,0.091028,0.031294,8.060124,0.046630,21.354865
0.000000,0.000000,18.299128,0.000000,0.070504,0.039981,8.430418,0.063519,29.633397
0.000000,0.000000,7.833856,0.000000,0.088436,0.034224,8.654015,0.065055,14.587455
0.000000,0.000000,17.393614,0.000000,0.043915,0.043110,7.852757,0.061252,24.114819
0.000000,0.000000,13.048821,0.000000,0.044291,0.041478,6.570199,0.041325,21.742515
