Filename,Average
MH01.csv,217.804
MH02.csv,225.199
MH03.csv,202.787
MH04.csv,175.819
MH05.csv,188.49
result.csv,0
V101.csv,253.735
V102.csv,181.157
V103.csv,147.067
V201.csv,232.038
V202.csv,167.276
