Filename,Average
MH01.csv,988.307
MH02.csv,983.022
MH03.csv,980.64
MH04.csv,952.012
MH05.csv,938.162
result.csv,0
V101.csv,948.753
V102.csv,931.754
V103.csv,918.614
V201.csv,938.19
V202.csv,932.542
