Filename,Average
MH01.csv,229.913
MH02.csv,245.949
MH03.csv,229.409
MH04.csv,209.967
MH05.csv,230.072
result.csv,0
V101.csv,286.535
V102.csv,235.943
V103.csv,190.129
V201.csv,274.656
V202.csv,206.903
