Filename,Average
MH01.csv,220.901
MH02.csv,233.085
MH03.csv,220.68
MH04.csv,191.84
MH05.csv,200.859
result.csv,0
V101.csv,251.241
V102.csv,196.249
V103.csv,159.337
V201.csv,230.266
V202.csv,172.297
