Filename,Average
MH01.csv,988
MH02.csv,983.004
MH03.csv,985.486
MH04.csv,960.839
MH05.csv,970.647
result.csv,0
V101.csv,949.396
V102.csv,940.462
V103.csv,946.598
V201.csv,955.459
V202.csv,939.984
