Filename,Average
MH01.csv,245.064
MH02.csv,249.136
MH03.csv,233.494
MH04.csv,210.553
MH05.csv,227.321
result.csv,0
V101.csv,296.897
V102.csv,239.708
V103.csv,178.326
V201.csv,281.058
V202.csv,212.509
