Filename,Average
MH01.csv,1002.84
MH02.csv,1007.42
MH03.csv,1007.24
MH04.csv,995.132
MH05.csv,996.278
result.csv,0
V101.csv,1001.77
V102.csv,1003.5
V103.csv,986.494
V201.csv,1004.08
V202.csv,1001.55
