Filename,Average
MH01.csv,226.578
MH02.csv,240.532
MH03.csv,219.418
MH04.csv,188.774
MH05.csv,215.441
result.csv,0
V101.csv,255.638
V102.csv,208.381
V103.csv,169.996
V201.csv,245.244
V202.csv,168.861
