Filename,Average
MH01.csv,202.206
MH02.csv,215.679
MH03.csv,198.824
MH04.csv,183.514
MH05.csv,195.22
result.csv,0
V101.csv,248.144
V102.csv,179.689
V103.csv,153.98
V201.csv,219.619
V202.csv,164.397
