Filename,Average
MH01.csv,235.565
MH02.csv,226.423
MH03.csv,210.771
MH04.csv,192.576
MH05.csv,208.703
result.csv,0
V101.csv,248.638
V102.csv,193.636
V103.csv,166.6
V201.csv,242.331
V202.csv,167.196
