ORB Extraction,Pose Prediction,LM Track,Total Tracking,Total Local Mapping
15.14384,0.28595,7.32685,28.52453,146.10470
13.23778,0.06710,7.47441,23.45675,186.30131
11.77901,0.23988,6.19849,23.59415,113.90112
11.37108,0.22803,6.03052,22.68490,111.38657
11.28793,0.22043,6.11969,22.72943,113.10697
11.51475,0.25170,5.93124,23.03725,106.35684
11.51197,0.26497,6.04960,23.12826,106.80265
