ORB Extraction,Pose Prediction,LM Track,Total Tracking,Total Local Mapping
13.99513,0.27372,5.92487,25.79210,125.89678
10.69373,0.10988,5.49985,20.27760,127.63854
10.90632,0.09941,5.53413,20.75709,129.87451
10.68390,0.08565,5.46754,20.11439,129.66977
11.06362,0.25361,4.85389,21.00197,92.26994
10.79406,0.11512,5.37720,20.35343,110.17513
