Filename,Average
MH01.csv,988.322
MH02.csv,984
MH03.csv,985.083
MH04.csv,964.622
MH05.csv,962.935
result.csv,0
V101.csv,950.21
V102.csv,938.389
V103.csv,931.209
V201.csv,953.956
V202.csv,940.235
